id,vendor,family,part_numbers,aliases,standards,bands,sdr_tier,sdr_capabilities,fw_arch,fw_openness,fw_re_tooling,key_projects,common_hardware,status,references,notes
intel-iwl6030-6230-6235,Intel,iwlwifi-6030 (Rainbow Peak),62230ANHMW; 6235ANHMW,Intel Centrino Advanced-N 6230; Intel Centrino Advanced-N 6235; Rainbow Peak; 62230ANHMW; 6235ANHMW,802.11a; 802.11b; 802.11g; 802.11n,2.4GHz; 5GHz,1,monitor; injection,Intel wireless MAC microcontroller (undocumented),closed,,iwlwifi driver,Mini-PCIe in 2011-2013 laptops,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/iwlwifi.html; https://en.wikipedia.org/wiki/Centrino,2x2 dual-band 802.11n + Bluetooth combos on the Rainbow Peak / iwlwifi-6030 family; 6235 is the minor refresh of the 6230. Monitor/injection only. Tier 1.
intel-iwl6050-6250,Intel,iwlwifi-6050 (Kilmer Peak WiMAX),622ANXHMW; 612BNXHMW,Intel Centrino Advanced-N + WiMAX 6250; Intel Centrino Advanced-N + WiMAX 6150; Kilmer Peak; 622ANXHMW; 612BNXHMW,802.11a; 802.11b; 802.11g; 802.11n,2.4GHz; 5GHz,1,monitor; injection,Intel wireless MAC microcontroller (undocumented),closed,,iwlwifi driver,Mini-PCIe in 2010-2012 WiMAX-equipped laptops,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/iwlwifi.html,"Dual-band 802.11n + mobile WiMAX combos on Kilmer Peak / iwlwifi-6050: the 6250 is 2x2, the 6150 is 1x2. The Wi-Fi side is ordinary mac80211 monitor/injection; the WiMAX radio band is outside this catalog's band enum and had no open PHY tooling. Tier 1."
intel-iwl6200-6300,Intel,IWL6000 (Centrino Advanced-N / Ultimate-N),622ANHMW; 633ANHMW,Centrino Advanced-N 6200; Centrino Ultimate-N 6300; 622ANHMW; 633ANHMW,802.11a; 802.11b; 802.11g; 802.11n,2.4GHz; 5GHz,1,monitor; injection,Proprietary Intel Wireless-MAC microcontroller; iwlwifi-6000 ucode,closed,,,Intel Centrino Advanced-N 6200 (2x2); Intel Centrino Ultimate-N 6300 (3x3),verified,https://wireless.wiki.kernel.org/en/users/drivers/iwlwifi,"The 6300 is a 3x3 802.11n part sometimes floated as a 5300 stand-in, but no maintained public CSI firmware exists for the 6000 series. Monitor/injection only."
intel-iwl7260-7265,Intel,IWL7000 (Wilkins/Stone Peak),7260HMW; 7265D; 7265NGW,Intel Wireless-AC 7260; Intel Wireless-AC 7265; Dual Band Wireless-AC 7260,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,Proprietary Intel LMAC + UMAC firmware split; iwlwifi-7260/7265 ucode,closed,,,Intel Wireless-AC 7260 M.2/mini-PCIe; Intel Wireless-AC 7265 M.2,verified,https://wireless.wiki.kernel.org/en/users/drivers/iwlwifi,"First 802.11ac Intel generation, 2x2. No public CSI/PHY tooling; monitor/injection only. Firmware moves to the signed LMAC/UMAC image model."
intel-iwl8260-8265,Intel,IWL8000 (Windstorm Peak),8260NGW; 8265NGW,Intel Dual Band Wireless-AC 8260; Intel Wireless-AC 8265,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,Proprietary Intel LMAC + UMAC firmware; iwlwifi-8000C/8265 ucode (signed),closed,,,Intel Wireless-AC 8260 M.2; Intel Wireless-AC 8265 M.2,verified,https://wireless.wiki.kernel.org/en/users/drivers/iwlwifi,802.11ac 2x2. No public CSI path; monitor/injection only. Firmware is signed.
intel-iwl9260-9560,Intel,IWL9000 (Thunder/Jefferson Peak),9260NGW; 9560NGW; 9461NGW; 9462NGW,Intel Wireless-AC 9260; Intel Wireless-AC 9560; Intel Wireless-AC 9461/9462,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,Proprietary Intel LMAC + UMAC firmware; iwlwifi-9000 ucode (signed),closed,,,Intel Wireless-AC 9260 (discrete M.2); Intel Wireless-AC 9560 (CNVi),verified,https://wireless.wiki.kernel.org/en/users/drivers/iwlwifi,"802.11ac Wave 2, 2x2. 9260 is discrete; 9560 is CNVi (companion RF next to the CPU). No maintained public CSI tooling. Monitor/injection only."
intel-iwl9461-9462,Intel,iwlwifi-9000 (Jefferson Peak),9461NGW; 9462NGW,Intel Wireless-AC 9461; Intel Wireless-AC 9462; Jefferson Peak; 9461NGW; 9462NGW,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,"Intel wireless MAC microcontroller (undocumented, signed ucode)",closed,,iwlwifi driver,M.2 / CNVi companion in 8th-10th gen Intel laptops,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/iwlwifi.html,"1x1 dual-band 802.11ac CNVi companion parts on the iwlwifi-9000 family (siblings of the catalogued 9260/9560). 9461 supports vPro, 9462 does not; otherwise identical radio. As a CNVi companion the MAC lives in the PCH, but from the OS it is still a normal mac80211 radio: monitor/injection only, no public CSI. Tier 1."
libresdr-openwifi,LibreSDR (community) + Analog Devices (openwifi),openwifi on Zynq-7020 + AD9361 (LibreSDR clone),XC7Z020; AD9361,LibreSDR; LibreSDR openwifi,802.11a; 802.11g; 802.11n,2.4GHz; 5GHz,5,monitor; injection; csi; raw-iq; arbitrary-waveform; radar; covert-channel; open-firmware,Verilog PHY + FPGA DCF low-MAC on Zynq-7020 PL; ARM Cortex-A9 running Linux mac80211 (sdr.ko),open,vivado; verilog; octave; matlab; sdrctl,openwifi (driver/software); openwifi-hw (FPGA source),"LibreSDR (Zynq-7020 + AD9361 low-cost board, PlutoSDR-adjacent form factor)",reported,https://github.com/open-sdr/openwifi; https://github.com/open-sdr/openwifi-hw,"Low-cost community Zynq-7020 + AD9361 clone (2x2) listed in the openwifi board set as `LibreSDR`. WebPACK-buildable (7020). Runs the same open a/g/n PHY/MAC as the official boards, but community clone hardware gets less official test coverage and PCB/RF quality varies — treat as works-with-caveats. Status reported rather than verified for that reason."
lime-limesdr,Lime Microsystems,LimeSDR / LimeSDR Mini,LimeSDR; LimeSDR Mini; LMS7002M,,,sub-GHz; 2.4GHz; 5GHz,5,raw-iq; arbitrary-waveform,LMS7002M field-programmable RF + FX3/FPGA,open,LimeSuite; SoapySDR; GNU Radio; srsRAN,,,verified,https://limemicro.com/; https://wiki.myriadrf.org/LimeSDR,"100kHz-3.8GHz (Mini 10MHz-3.5GHz), 12-bit, up to 61.44/30.72 MSPS, 2x2 / 1x1 full-duplex. Favored for open-source cellular."
marvell-88w8686-8688,Marvell,Avastar 88W8686 / 88W8688 (libertas era),88W8686; SD8686; 88W8688; SD8688,SD8686; SD8688; 88W8388 lineage,802.11b; 802.11g,2.4GHz,1,monitor; injection,"on-chip MAC/PHY microcontroller, closed firmware blob (libertas thinfirm on 8688)",closed,libertas mainline driver; libertas_tf; libertas rtap monitor interface,linux libertas driver,OLPC XO-1; Chumby; generic SDIO Wi-Fi modules,verified,https://github.com/torvalds/linux/tree/master/drivers/net/wireless/marvell/libertas; https://github.com/torvalds/linux/tree/master/drivers/net/wireless/marvell/libertas_tf,"Legacy Marvell SDIO Wi-Fi. The libertas driver exposes a radiotap monitor interface via lbs_add_rtap (an 'rtap' netdev), giving genuine passive capture at Tier 1; injection is limited. No CSI/PHY telemetry. Historically significant as the OLPC XO radio. Net-new record."
marvell-88w8864-8964,Marvell,Avastar 88W8864 / 88W8964 (mwlwifi AP),88W8864; 88W8964,88W8864; 88W8964; mwlwifi,802.11ac,2.4GHz; 5GHz,1,monitor; injection,"Marvell AP MAC/PHY, closed firmware; driven by the OPEN mwlwifi mac80211 driver",closed,mwlwifi (kaloz) open mac80211 AP driver; mon0 monitor interface,kaloz/mwlwifi,Linksys WRT1900AC / WRT3200ACM; high-end 4x4 802.11ac access points,verified,https://github.com/kaloz/mwlwifi; https://openwrt.org/toh/linksys/wrt3200acm,"4x4 802.11ac AP silicon (88W8964 = Wave 2). Reachable at Tier 1 through the rare OPEN mwlwifi AP driver, whose docs describe creating a mon0 monitor interface for packet capture (verified via the repo). Radio firmware itself is closed and DFS/radar detection is proprietary; no public CSI. The open-driver monitor path is the notable unlock. Net-new record."
marvell-88w8897,Marvell,Avastar,88W8897; 88W8997; SD8887; SD8897,88W8897; 88W8997; SD8887; SD8897; Avastar,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection; csi,ThreadX RTOS on on-chip MAC/PHY controller,closed,ida; ghidra,Project Zero: Over The Air (Marvell Avastar firmware RE); mwifiex mainline driver,Sony PlayStation 4; Microsoft Surface; Chromebooks; Steam Link; SDIO IoT modules,reported,https://googleprojectzero.blogspot.com/2017/04/over-air-exploiting-broadcoms-wi-fi_4.html; https://github.com/torvalds/linux/tree/master/drivers/net/wireless/marvell/mwifiex,"mwifiex gives monitor mode (tier 1). Gal Beniamini reverse-engineered the 88W8897 Wi-Fi firmware (ThreadX RTOS) for exploitation, proving the firmware is openable with IDA/Ghidra, but no SDR/CSI feature has been productized, so CSI is only reported."
marvell-mwifiex-878x,Marvell / NXP,Avastar 88W8782 / 88W8787 / 88W8797 / 88W8801 (mwifiex era),88W8782; 88W8787; SD8787; 88W8797; SD8797; 88W8801; SD8801,SD8787; SD8797; SD8801; 88W8782U,802.11n; Bluetooth (combo parts),2.4GHz; 5GHz,1,monitor; injection,on-chip MAC/PHY controller running a ThreadX-family RTOS (as reversed on the sibling 88W8897),closed,mwifiex mainline driver (SDIO/USB/PCIe); IDA/Ghidra (Project Zero RE lineage),linux mwifiex driver,SDIO IoT modules; 802.11n+BT combo modules; embedded Linux boards,reported,https://github.com/torvalds/linux/tree/master/drivers/net/wireless/marvell/mwifiex; https://googleprojectzero.blogspot.com/2017/04/over-air-exploiting-broadcoms-wi-fi_4.html,"802.11n Avastar client parts driven by the mainline mwifiex driver, which offers a limited monitor/net-mon interface for sniffing (Tier 1). Firmware architecture and RE approach mirror the catalogued 88W8897 (Gal Beniamini, Project Zero). No maintained public CSI extractor. Net-new record; distinct from marvell-88w8897 (which covers 8897/8997/SD8887)."
mediatek-mt6631-mt6632,MediaTek,MediaTek MT663x mobile combo,MT6631; MT6632,MT6631; MT6632,802.11ac,2.4GHz; 5GHz,0,,MediaTek connectivity combo MCU,closed,ghidra,,MediaTek smartphone/tablet SoC platforms (Wi-Fi/BT/GNSS/FM combo),reported,https://wireless.wiki.kernel.org/en/users/drivers/mediatek,"Mobile connectivity combos (Wi-Fi 802.11ac + Bluetooth + GNSS/FM) integrated with MediaTek phone SoCs. They ship with a closed, Android-only proprietary driver (not the mainline mt76 mac80211 stack), so there is no established open monitor/injection or CSI route — Tier 0 as shipped. Listed for completeness of the MT663x connectivity line."
mediatek-mt7601u,MediaTek,MT7601U,MT7601U,MT7601U; MT7601; mt7601u,802.11b; 802.11g; 802.11n,2.4GHz,1,monitor,MediaTek on-chip MCU (ROM patch + RAM firmware),closed,ghidra,mt7601u driver (mainline),cheapest MediaTek monitor-mode USB dongles,verified,https://github.com/morrownr/USB-WiFi/issues/575; https://wireless.docs.kernel.org/en/latest/en/users/drivers/mediatek.html,"Open mt7601u driver, closed MCU firmware. Cheapest MediaTek dongle; monitor good, injection flaky."
mediatek-mt7603,MediaTek,MediaTek MT7603 (mt76),MT7602E; MT7603E; MT7603U,MT7603E; MT7603U; MT7602E,802.11n,2.4GHz,1,monitor; injection,MediaTek MCU (pre-ConnAC),closed,ghidra; ida,openwrt/mt76,802.11n 2.4 GHz radio in MT7621/MT7622 routers; USB dongles (MT7603U),verified,https://github.com/openwrt/mt76; https://wireless.wiki.kernel.org/en/users/drivers/mediatek,"2.4 GHz 802.11n 2T2R companion radio (MT7603E PCIe, MT7603U USB; MT7602E is the earlier revision), driven by the open mt76 'mt7603' sub-driver → strong SoftMAC monitor + injection (Tier 1). Frequently the 2.4 GHz half of a dual-band router paired with an MT7612/MT7615. Closed MCU firmware; no CSI on this 11n part."
mediatek-mt7610u,MediaTek,MT76x0 (MT7610U),MT7610U; MT7610E,MT7610U; MT7610; mt76x0u,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,MediaTek on-chip MCU (ROM patch + RAM firmware),closed,ghidra,mt76 driver,compact dual-band 11ac 1T1R USB dongles,verified,https://github.com/openwrt/mt76; https://wireless.docs.kernel.org/en/latest/en/users/drivers/mediatek.html,"Open mt76 driver, closed MCU firmware."
mediatek-mt7612u,MediaTek,MT76x2 (MT7612U/E),MT7612U; MT7612E; MT7662,MT7612U; MT7612E; MT7662; mt76x2u; mt76x2e,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,MediaTek on-chip MCU (ROM patch + RAM firmware),closed,ghidra,mt76 driver; morrownr/mt76 out-of-tree,Alfa AWUS036ACM; many 2x2 11ac USB adapters,verified,https://github.com/openwrt/mt76; https://blog.alfa.com.tw/2018/09/17/awus036acm-alternative-linux-driver-information/; https://github.com/morrownr/USB-WiFi,"Distinct from AWUS036AC (RTL8812AU). Open mt76 driver, closed MCU firmware. PCIe sibling MT7612E is the same PHY."
mediatek-mt7613,MediaTek,MediaTek MT7613 (mt76/connac),MT7613BE,MT7613BE; MT7613BEN,802.11ac,5GHz,1,monitor; injection,ConnAC MCU (WM/WA),partially-documented,ghidra; ida,openwrt/mt76,5 GHz 802.11ac radio in MediaTek dual-band routers,reported,https://github.com/openwrt/mt76,"5 GHz 802.11ac 2T2R companion radio, ConnAC-class, handled through the mt76/mt7615-family path — the 5 GHz complement to an MT7603 2.4 GHz radio. Tier 1 monitor/injection via the open driver; treated as reported because it is far less exercised than MT7612/MT7615. No public CSI on this part."
mediatek-mt7615-mt7663,MediaTek,MT7615 / MT7663 (ConnAC),MT7615; MT7615N; MT7663; MT7663U; MT7663S,MT7615; MT7615N; MT7615D; MT7663; MT7663U; MT7622; mt7615; mt7663u,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor; injection,"ConnAC dual-MCU: WM (WiFi-MAC) + WA (WiFi-Algorithm) firmware, ARM-class cores",partially-documented,ghidra; ida,mt76 driver; MT7615 device family (DeepWiki),802.11ac routers/APs (MT7615); 2x2 client modules (MT7663 M.2/USB/SDIO); MT7622 router SoCs,verified,https://deepwiki.com/openwrt/mt76/8-mt7615-device-family; https://github.com/openwrt/mt76,"Open mt76 driver, closed WM/WA blobs but open MCU-command interface. Unlock path is driver patching, not firmware patching."
mediatek-mt7620,MediaTek,MediaTek MT7620 SoC (rt2800soc),MT7620A; MT7620N,MT7620A; MT7620N,802.11n,2.4GHz,1,monitor; injection,proprietary MAC microcode (on-SoC),closed,,OpenWrt MediaTek/Ralink SoC,MIPS 802.11n routers (huge OpenWrt install base),verified,https://openwrt.org/docs/techref/hardware/soc/soc.mediatek; https://wireless.wiki.kernel.org/en/users/drivers/rt2800pci,"Extremely common MIPS router SoC with integrated 2T2R 802.11n radio, driven by the legacy rt2800soc (rt2x00) path — the faster successor to RT5350. OpenWrt confirms integrated 2T2R Wi-Fi but no hardware 802.11w. Open SoftMAC → Tier 1 monitor/injection. Closed microcode; no CSI."
mediatek-mt7621-mt7629,MediaTek,MediaTek MT7621/MT7629 network processor,MT7621; MT7629,MT7621; MT7621A; MT7621S; MT7629,,,0,,MIPS 1004Kc (MT7621) / ARM Cortex-A7 (MT7629),closed,,OpenWrt MediaTek/Ralink SoC,dual-core routers hosting an mt76 PCIe radio (MT7615/MT7915),verified,https://openwrt.org/docs/techref/hardware/soc/soc.mediatek,"Radio-less network-processor SoCs. OpenWrt states plainly that MT7621 'does not include a WiFi subsystem'; MT7629 likewise is a gateway SoC that pairs with an external MT7615-class radio. They are the host CPUs in countless mt76 routers but have no PHY of their own — Tier 0, listed for part-number completeness only."
mediatek-mt7622,MediaTek,MediaTek MT7622 SoC (mt76/mt7615),MT7622,MT7622A; MT7622B; MT7622BV,802.11n,2.4GHz,1,monitor; injection,ARM Cortex-A53 host + ConnAC MCU (WM/WA),partially-documented,ghidra; ida,openwrt/mt76 (mt7615 soc.c / mt7622_wmac),"Wi-Fi 5 routers (Linksys E8450 / Belkin RT3200, UniFi 6 LR)",verified,https://github.com/openwrt/mt76/blob/master/mt7615/soc.c; https://github.com/openwrt/mt76,Dual-core ARM Cortex-A53 gateway SoC with an integrated 2T2R 802.11n radio driven by the mt76 'mt7615' sub-driver (the mt7622_wmac platform path is in mt7615/soc.c). Tier 1 for its own 2.4 GHz radio; in real routers it is usually paired with an MT7915 PCIe card that carries the CSI-capable 11ax radio. Closed ConnAC firmware; the open driver is the story.
mediatek-mt7628-mt7688,MediaTek,MediaTek MT7628/MT7688 SoC (mt76),MT7628; MT7688,MT7628; MT7628N; MT7628A; MT7688; MT7688A,802.11n,2.4GHz,1,monitor; injection,MediaTek MCU (on-SoC),closed,ghidra,openwrt/mt76; OpenWrt MediaTek/Ralink SoC,MT7628 2T2R routers; MT7688 (LinkIt Smart 7688) IoT boards,verified,https://github.com/openwrt/mt76; https://openwrt.org/docs/techref/hardware/soc/soc.mediatek,"MIPS SoCs with integrated 802.11n radio — MT7628 2T2R, MT7688 1T1R. The upstream mt76 project description explicitly names MT7628 and MT7688 as supported, and the OpenWrt SoC page notes MT7628 uses the mt76 driver family with hardware 802.11w. Open SoftMAC → Tier 1 monitor/injection. MT7688 is the SoC on the LinkIt Smart 7688. Closed MCU firmware; no CSI."
mediatek-mt7668,MediaTek,MediaTek MT7668 combo,MT7668,MT7668; MT7668BUN,802.11ac,2.4GHz; 5GHz,1,monitor,MediaTek MCU + btmtk,closed,ghidra,openwrt/mt76; linux btmtk,"Chromebooks, IoT/automotive combo modules (USB/SDIO)",reported,https://github.com/openwrt/mt76; https://wireless.wiki.kernel.org/en/users/drivers/mediatek,"802.11ac 1T1R + Bluetooth 5 combo (USB/SDIO), common in Chromebooks and automotive/IoT modules. Bluetooth is well supported via btmtk; mainline Wi-Fi (mt76) support is limited/vendor-driven, so monitor works where the driver loads but injection is not a well-trodden path. Tier 1 with caveats; closed firmware, no CSI."
mediatek-mt7686-mt7697,MediaTek,MediaTek MT76x7 Wi-Fi MCU,MT7686; MT7687; MT7697,MT7686; MT7687; MT7687F; MT7697; LinkIt 7697,802.11n,2.4GHz,0,,ARM Cortex-M4F + Wi-Fi/BLE subsystem,closed,ghidra,MediaTek LinkIt SDK,LinkIt 7697 / LinkIt 7687F HDK IoT dev boards,reported,https://docs.labs.mediatek.com/resource/mt7687-mt7697/en,"IoT Wi-Fi MCUs (Cortex-M4F + 1T1R 802.11n 2.4 GHz; MT7697/MT7687 add Bluetooth LE) running MediaTek's closed FreeRTOS-based LinkIt SDK, not Linux mac80211. They operate as stations/APs but expose no open monitor/injection or PHY-telemetry interface — unlike an ESP32 there is no promiscuous-frame or CSI callback in the public SDK. Tier 0 as shipped; would only climb if the closed firmware were reversed."
mediatek-mt7902,MediaTek,Filogic (Wi-Fi 6E),MT7902,MT7902,802.11ax; 802.11ac,2.4GHz; 5GHz; 6GHz,1,monitor; injection,MediaTek closed on-chip firmware blob; open mt76 driver,closed,mt76 (open-source driver); MtkCSIdump (untested on this part),mt76 MT7902 support,M.2 2230 combo cards; OEM laptop Wi-Fi,reported,https://lwn.net/Articles/1030810/; https://github.com/MtkWifiRev/MtkCSIdump,"Wi-Fi 6E (not Wi-Fi 7, despite the similar name to MT7925/7927). Upstream mt76 support was added 'based on MT7921', so it reuses the mature mt7921 code path with monitor and injection. CSI via MtkCSIdump is plausible (same mt76 family) but unverified on this specific part."
mediatek-mt7915-mt7916,MediaTek,MT7915 / MT7916 (ConnAC Wi-Fi 6),MT7915; MT7915E; MT7915D; MT7916; MT7986,MT7915; MT7915E; MT7916; MT7986; mt7915,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac; 802.11ax,2.4GHz; 5GHz,2,monitor; injection; csi,"ConnAC2 dual-MCU: WM (WiFi-MAC) + WA (WiFi-Algorithm) firmware, ARM-class cores; ROM patch + RAM code",partially-documented,ghidra; ida,MtkCSIdump; ekstra-csi (full-metadata); mt76 driver,"MT7915 802.11ax routers/APs (up to 4x4, 160 MHz); MT7986/Filogic 830 router SoCs; GL.iNet / Xiaomi / TP-Link Archer OpenWrt routers",verified,https://github.com/MtkWifiRev/MtkCSIdump; https://github.com/imxdemetri/ekstra-csi; https://forum.openwrt.org/t/csi-extraction-for-mediatek-based-wi-fi-chipsets/244703; https://deepwiki.com/openwrt/mt76/7-mt7915-device-family,"Cheapest/cleanest Wi-Fi-6 CSI route on commodity routers. Dual-MCU WM+WA; unlock is a DRIVER patch, unlike Broadcom's nexmon firmware patch. See ../projects/csi-toolchains.md."
mediatek-mt7920,MediaTek,MediaTek Filogic 330 (ConnAC2),MT7920,Filogic 330; MT7920; MT7920S; RZ608,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor; injection,ConnAC2 dual-MCU (WM/WA),partially-documented,ghidra; ida,openwrt/mt76 (mt7921),laptop/desktop Wi-Fi 6E M.2 modules (AMD RZ608 rebrand),reported,https://github.com/openwrt/mt76/tree/master/mt7921,"Wi-Fi 6E 2x2 client combo (Bluetooth-inclusive), the entry member of the Filogic client line (Filogic 380 = the catalogued MT7921/MT7922). Shares the ConnAC2 MCU-command lineage and is served by the mt76 mt7921-class driver, so it inherits the same Tier 1 monitor/injection posture (injection quality in 11ax framing carries the usual mt7921 caveats). CSI is theoretically reachable via the same connac path but has no turnkey public tool — marked reported."
